OBJECTID,GEOID,CIscore,HazScore,HealthScore,SVscore,CCVscore,Shape__Area,Shape__Length
1085,6037128302,15,5,2,4,4,1009116.336,4585.627698
1086,6037602106,14,4,4,4,2,1191798.031,4879.979723
1087,6037602002,16,5,5,5,1,782083.5859,3957.196614
1088,6037128303,17,5,2,5,5,606369.8789,3602.171456
1089,6037603001,15,4,5,4,2,1646890.559,5966.745113
1090,6037602404,12,4,3,3,2,940117.6563,4152.001226
1091,6037128220,14,5,2,3,4,814308.8281,3703.215711
1092,6037602403,13,3,4,4,2,855120.7695,3699.682047
1093,6037600703,9,1,5,2,1,760433.6992,4010.509099
1094,6037602402,14,5,4,3,2,1918595.188,6435.783368
1095,6037600602,17,3,5,5,4,1006460.324,3995.162217
1096,6037601303,17,5,4,4,4,641031.707,3270.923558
1097,6037236000,7,2,3,1,1,5869113.152,11627.85258
1098,6037236100,15,2,4,5,4,1653002.609,5487.109967
1099,6037237300,16,4,4,4,4,1452501.602,4950.669912
1100,6037237500,16,3,4,5,4,489526.5,3034.31865
1101,6037237600,19,4,5,5,5,734305.625,3485.8724
1102,6037237720,14,2,5,5,2,474627.3672,3206.324766
1103,6037237800,12,3,4,3,2,1415331.078,4832.336207
1104,6037237710,17,3,5,5,4,628847.5391,3454.890254
1105,6037237900,12,3,4,3,2,1429873.938,4879.023692
1106,6037239330,19,5,5,5,4,1427189.855,4943.175314
1107,6037239310,19,5,5,5,4,779245.4961,3563.5049
1108,6037239320,19,5,5,5,4,506013.8203,3050.662336
1109,6037238310,15,2,5,5,3,582294.6328,3418.108309
1110,6037238100,10,1,4,3,2,1432764.93,4880.558628
1111,6037534002,16,4,4,4,4,1312882.18,6185.960362
1112,6037533203,17,4,5,4,4,563341.2617,3355.034205
1113,6037534301,18,4,5,5,4,1255941.398,5265.547471
1114,6037532001,20,5,5,5,5,1969731.578,6334.374987
1115,6037532303,18,5,5,3,5,11030600.7,16907.10945
1116,6037534403,15,3,5,5,2,456733.5859,3099.891943
1117,6037534700,12,3,4,3,2,809024.0547,3642.142295
1118,6037430701,9,2,2,1,4,4376285.309,10052.15107
1119,6037431700,7,1,1,2,3,4632786.113,8787.996947
1120,6037430802,7,1,1,2,3,2722234.672,7232.248601
1121,6037431400,9,2,2,2,3,2606937.223,7996.529465
1122,6037431800,10,2,1,2,5,2162035.383,5933.369528
1123,6037430400,6,3,1,1,1,5271911.199,12948.56468
1124,6037430600,7,3,1,1,2,5439354.453,13058.81042
1125,6037401602,8,1,3,2,2,2963228.629,7040.287821
1126,6037400204,5,1,2,1,1,10995053.05,14178.98431
1127,6037404000,10,3,2,3,2,1931612.199,5909.215447
1128,6037401601,13,1,5,2,5,3781975.023,10727.16296
1129,6037401701,11,1,5,1,4,2913905.215,6753.067091
1130,6037542402,12,3,3,4,2,2276752.43,6949.880784
1131,6037543100,13,3,5,3,2,4205309.273,9388.464613
1132,6037553300,14,5,3,2,4,1222067.648,5221.415699
1133,6037554802,10,2,1,3,4,2237801.438,7037.440668
1134,6037554900,9,2,2,3,2,2554225.098,9467.624041
1135,6037106604,13,5,1,4,3,3807579.34,9713.456168
1136,6037553400,13,4,3,3,3,1062781.125,4320.031968
1137,6037554002,13,3,2,4,4,1851336.777,7545.565362
1138,6037570601,14,3,4,3,4,1134376.113,4534.767421
1139,6037570901,7,1,2,1,3,2640383.18,6770.52155
1140,6037570800,6,1,2,1,2,3490970.766,7529.439701
1141,6037571200,7,1,1,2,3,3805840.566,7860.781989
1142,6037571400,9,3,1,1,4,3137675.461,11774.70213
1143,6037573401,10,4,2,2,2,1512646.359,6837.953763
1144,6037572500,17,4,4,4,5,854250.582,3907.076482
1145,6037571502,11,3,2,2,4,2001282.043,5938.82327
1146,6037571600,16,5,2,5,4,421511.9648,3554.586885
1147,6037208720,19,4,5,5,5,234850.5586,2528.204185
1148,6037209402,20,5,5,5,5,199037.082,1786.614926
1149,6037297300,6,1,1,2,2,2086060.441,7405.748549
1150,6037530500,18,4,5,4,5,1314421.379,4689.782593
1151,6037297120,13,4,2,4,3,642488.6445,3755.878194
1152,6037702901,5,1,2,1,1,5480283.371,9552.100146
1153,6037701000,9,3,3,2,1,2075838.758,6952.401023
1154,6037194500,12,3,4,1,4,1007005.207,5503.552379
1155,6037701201,4,1,1,1,1,2826977.547,6791.282106
1156,6037195300,14,5,4,2,3,849155.9727,4076.674022
1157,6037620101,9,4,3,1,1,1972958.477,5933.98845
1158,6037620201,12,5,4,1,2,348163.9648,2685.374238
1159,6037275603,11,3,4,2,2,1503637.301,6153.770614
1160,6037275500,8,1,3,3,1,1151178.961,4329.126325
1161,6037275102,10,2,4,3,1,899323.4063,4467.590545
1162,6037274202,7,1,1,1,4,1602246.258,6442.176663
1163,6037273902,6,1,2,1,2,1320605.926,5049.397979
1164,6037273502,7,2,2,1,2,805822.25,3804.468834
1165,6037273402,10,3,2,1,4,790958.793,4027.336665
1166,6037272202,11,2,4,2,3,453279.7539,3233.002076
1167,6037272201,10,2,4,2,2,378411.6133,2466.068383
1168,6037271902,8,1,4,2,1,1350393.516,4690.659405
1169,6037271901,11,3,4,3,1,955363.3281,3937.008816
1170,6037269905,14,5,4,2,3,345905.5391,3035.589821
1171,6037269904,11,5,4,1,1,485692.5977,3318.752414
1172,6037141304,12,4,3,1,4,1041754.074,5210.213474
1173,6037141303,11,1,3,2,5,384046.9375,2604.454566
1174,6037141202,10,4,3,1,2,1022696.043,4642.275968
1175,6037141201,13,4,4,1,4,1028049.758,4464.11123
1176,6037141102,11,2,4,1,4,1139943.121,5645.793345
1177,6037139402,7,2,2,2,1,3576446.004,10513.72304
1178,6037139001,9,2,3,2,2,1817776,6532.372193
1179,6037137104,9,1,5,1,2,3757417.109,8612.901355
1180,6037134904,10,1,3,3,3,1533268.121,5778.690277
1181,6037702300,8,3,3,1,1,3805407.238,7782.698638
1182,6037139600,7,2,2,1,2,3630772.688,7649.367832
1183,6037702201,9,4,3,1,1,1754480.77,5586.627795
1184,6037702202,8,3,3,1,1,1477168.559,5090.543841
1185,6037701802,13,5,4,2,2,1815941.75,5613.913117
1186,6037224200,19,5,5,5,4,543012.4063,3173.014723
1187,6037221210,18,5,4,5,4,520503.5039,3098.569224
1188,6037530700,19,5,5,5,4,1548592.418,6566.774351
1189,6037482702,12,1,4,3,4,1039151.305,5128.81395
1190,6037137501,6,1,2,1,2,3681516.809,8913.517771
1191,6037530102,15,2,5,3,5,1927020.258,5848.202294
1192,6037137402,9,2,2,2,3,4507912.422,11423.49896
1193,6037432201,14,2,4,4,4,1690082.563,5719.349008
1194,6037481300,12,3,4,3,2,1309060.402,5185.428089
1195,6037404600,12,2,3,3,4,36400166.71,48605.34049
1196,6037540300,17,5,5,5,2,2220177.199,8063.507639
1197,6037540203,18,5,4,5,4,1312946,4819.069477
1198,6037541002,13,4,5,2,2,4994424.801,9494.944757
1199,6037104610,13,5,1,5,2,867424.6641,4283.790497
1200,6037106111,5,1,1,2,1,5613570.727,13031.28419
1201,6037111201,8,3,1,2,2,2796241.301,9280.617831
1202,6037109800,9,2,2,2,3,2054429.898,6115.915843
1203,6037111100,6,2,1,2,1,1554489.422,5004.606722
1204,6037600911,12,3,4,3,2,996540.3359,4188.204986
1205,6037601202,12,2,5,4,1,953801.1719,3928.427077
1206,6037600802,10,2,4,2,2,2841813.77,7475.606812
1207,6037601301,11,3,4,2,2,900392.4805,4070.952225
1208,6037601001,16,4,4,4,4,1281707.859,5236.066788
1209,6037601302,14,4,4,4,2,1780177.863,7206.879231
1210,6037600704,11,1,5,3,2,1360081.609,4749.001908
1211,6037600912,11,3,3,4,1,1583452.242,5707.164543
1212,6037201401,14,4,3,4,3,1906617.418,5625.220478
1213,6037238320,17,3,5,5,4,686189.0078,3557.51094
1214,6037301100,12,2,3,2,5,1959457.379,6775.934404
1215,6037301400,6,1,2,1,2,2331520.031,7033.824242
1216,6037301502,11,2,2,3,4,982835.0195,5566.608812
1217,6037301501,7,1,2,2,2,873037.3281,5165.104216
1218,6037301204,15,3,3,4,5,593873.6797,3198.454226
1219,6037301702,19,5,5,4,5,1189507.406,4465.700549
1220,6037301701,16,4,4,3,5,1376114.922,5709.723391
1221,6037301602,14,5,4,3,2,1483749.578,5749.323456
1222,6037301900,16,4,4,3,5,1620272.172,6243.153013
1223,6037534501,13,3,4,4,2,981011.3125,4076.229576
1224,6037204920,19,5,5,5,4,1320877.891,4708.448417
1225,6037206050,20,5,5,5,5,2539768.82,9381.517133
1226,6037543601,9,3,2,3,1,940514.543,4000.851584
1227,6037532900,16,3,4,5,4,1116520.063,4390.446874
1228,6037533103,19,4,5,5,5,505721.2656,2924.520778
1229,6037535102,17,4,4,5,4,862162.0586,4584.615038
1230,6037535200,14,3,4,5,2,1266910.828,6588.26036
1231,6037535400,16,4,5,5,2,1398547.105,8282.174808
1232,6037430501,5,1,1,1,2,6928619.926,12157.13781
1233,6037430200,6,1,1,1,3,7532012.609,13385.78943
1234,6037431600,11,3,2,2,4,3015494.07,8188.214352
1235,6037463102,8,2,1,2,3,3726203.344,12910.30838
1236,6037431900,11,2,3,3,3,1564721.367,5441.306395
1237,6037432000,13,2,4,3,4,3257932.172,9186.251106
1238,6037401312,10,1,3,2,4,4106626.289,8953.798052
1239,6037407900,10,1,4,3,2,2193921.902,6452.048451
1240,6037403401,9,2,3,2,2,3325472.852,11589.27651
1241,6037403406,11,2,4,3,2,1841505.676,5827.08726
1242,6037403405,6,1,3,1,1,5108864.469,12806.1102
1243,6037403403,9,2,4,2,1,5464090.211,15495.6697
1244,6037189800,13,4,5,1,3,1064614.66,4658.311161
1245,6037554201,11,4,2,3,2,1409753.578,4847.608163
1246,6037554404,17,5,4,4,4,1226972.973,4470.524734
1247,6037106603,5,1,1,2,1,22484752.42,22624.96001
1248,6037554403,19,5,5,4,5,1235027.258,4484.5499
1249,6037554519,8,1,1,2,4,2532755.504,7199.121689
1250,6037554511,8,3,2,1,2,3451629.91,7339.155021
1251,6037554518,8,2,2,2,2,2611956.379,7810.640806
1252,6037554513,7,1,1,2,3,823642.1523,3850.007953
1253,6037554522,11,3,3,2,3,3184197.832,7641.802633
1254,6037208903,18,3,5,5,5,232650.8672,2594.575485
1255,6037209102,20,5,5,5,5,443516.7422,3077.468063
1256,6037209300,20,5,5,5,5,447287.9648,2919.094357
1257,6037208904,19,4,5,5,5,163850.0703,1681.211941
1258,6037209401,20,5,5,5,5,315433.3711,2346.74797
1259,6037209200,19,5,5,4,5,595592.082,3220.126315
1260,6037209403,20,5,5,5,5,201840.8125,1798.540394
1261,6037209510,20,5,5,5,5,266075.4766,2139.580716
1262,6037209520,20,5,5,5,5,339132.1523,2381.337684
1263,6037209810,20,5,5,5,5,218938.0781,1995.048956
1264,6037209820,19,5,5,5,4,261489.1836,2095.734621
1265,6037210010,20,5,5,5,5,600200.3477,3278.731967
1266,6037211000,8,3,3,1,1,3886448.984,9264.457702
1267,6037211410,17,4,4,4,5,395737.8125,2766.191341
1268,6037211320,19,5,5,4,5,272047.1094,2089.205795
1269,6037211310,20,5,5,5,5,210117.7539,1840.685213
1270,6037211420,16,3,4,4,5,556745.3086,3094.367237
1271,6037211802,16,2,5,4,5,475289.6016,2922.301674
1272,6037211701,11,2,4,2,3,947621.7148,3876.196498
1273,6037211910,19,4,5,5,5,201546.8242,1802.024601
1274,6037296500,11,4,2,3,2,1316719.168,5082.961527
1275,6037297110,17,5,3,4,5,706615.457,3362.616393
1276,6037297400,5,1,1,1,2,3257373.188,7917.501308
1277,6037297500,5,2,1,1,1,3222512.039,7480.645423
1278,6037300200,6,1,1,1,3,2768832.109,7984.334526
1279,6037609900,8,1,1,3,3,774731.9141,5153.281405
1280,6037296220,17,5,3,4,5,773683.6328,3516.082045
1281,6037670413,4,1,1,1,1,3164868.383,7671.00662
1282,6037269903,15,5,4,2,4,412340.7969,2838.01562
1283,6037269602,12,5,4,2,1,423927.582,2698.722129
1284,6037269601,15,5,4,4,2,484849.7539,2779.623486
1285,6037267902,8,3,3,1,1,1135297.664,4736.603951
1286,6037910209,7,1,1,2,3,4334321.781,10738.78823
1287,6037910208,9,1,2,3,3,4885711.859,9895.273343
1288,6037910207,6,1,1,2,2,6560164.375,12323.6676
1289,6037910101,12,1,2,5,4,90854955.75,51326.45878
1290,6037901210,8,1,1,2,4,34189183.02,37078.9496
1291,6037901008,10,2,1,3,4,3984268.68,7984.860699
1292,6037900508,10,1,2,3,4,5907637.52,9931.317889
1293,6037800331,8,4,1,2,1,2790658.586,8605.872783
1294,6037134424,4,1,1,1,1,5438718.801,10055.48999
1295,6037134423,7,1,1,1,4,2295921.227,6788.952372
1296,6037134002,14,5,2,4,3,1102680.023,5030.121997
1297,6037134001,14,5,2,4,3,854139.3984,4485.73328
1298,6037132502,10,2,1,3,4,918103.9688,4042.928192
1299,6037132501,10,2,1,3,4,1028347.539,4061.115647
1300,6037132102,10,3,2,3,2,2007224.254,6969.364699
1301,6037132101,10,1,4,3,2,1187612.375,4384.960021
1302,6037132002,10,2,3,3,2,2344562.094,7765.327927
1303,6037132001,7,2,1,2,2,1416607.52,4863.953682
1304,6037131702,9,2,1,3,3,1054336.184,4119.184279
1305,6037128802,11,2,2,2,5,1417877.25,4870.285477
1306,6037128602,11,4,2,1,4,1661136.23,5362.004565
1307,6037530802,13,2,5,3,3,825075.5938,5328.098187
1308,6037530601,14,3,5,4,2,833116.9805,4863.020929
1309,6037530602,16,4,5,4,3,962654.2305,5289.246598
1310,6037574500,8,2,2,1,3,3819931.836,9298.908673
1311,6037574901,6,1,2,1,2,1946767.227,6228.208913
1312,6037577100,9,1,2,1,5,1762657.41,5331.593429
1313,6037575002,11,2,3,2,4,1399430.074,5409.475747
1314,6037572201,14,2,4,3,5,2251948.949,6680.500363
1315,6037481901,16,5,5,2,4,2667560.129,7261.225621
1316,6037481401,12,1,3,4,4,1762326.309,6000.866663
1317,6037482304,14,2,3,5,4,911755.9258,4735.504427
1318,6037482402,14,4,4,4,2,5070799.52,13572.16891
1319,6037482503,12,2,3,5,2,1074045.5,4168.40648
1320,6037134421,4,1,1,1,1,3135311.641,7103.095694
1321,6037530101,19,4,5,5,5,1479622.906,5165.166598
1322,6037294820,15,3,3,5,4,556525.1797,3012.530211
1323,6037111204,5,2,1,1,1,4855559.895,9560.535449
1324,6037113212,8,4,1,1,2,1462857.707,5213.710349
1325,6037113234,12,3,1,4,4,1499384.816,6195.919486
1326,6037113211,9,3,1,2,3,10703209.95,13936.3165
1327,6037113232,4,1,1,1,1,3033838.805,8697.625583
1328,6037113321,13,5,1,3,4,1538378.582,5041.057595
1329,6037113231,5,1,1,1,2,6081696.309,15743.61143
1330,6037113301,6,1,1,2,2,3332203.324,8369.64116
1331,6037113303,8,3,1,2,2,5984523.285,11442.57547
1332,6037113401,8,3,1,2,2,3595104.824,7641.548536
1333,6037601401,17,5,5,4,3,2283300.68,6711.689661
1334,6037601211,18,5,5,4,4,845436.3867,3749.488608
1335,6037600201,14,3,4,5,2,854999.5586,4202.163377
1336,6037601002,15,4,4,4,3,920405.3906,4115.865092
1337,6037600100,13,2,4,5,2,1102647.895,4546.348537
1338,6037601212,16,4,4,4,4,850948.9883,3713.983635
1339,6037600902,16,5,4,5,2,1163157.582,4932.326226
1340,6037273100,7,2,3,1,1,1709983.504,5687.771852
1341,6037602004,13,3,5,3,2,859949.2461,3738.165749
1342,6037602003,15,3,5,5,2,910651.1328,3800.04358
1343,6037602103,14,3,5,4,2,1213282.637,4391.757566
1344,6037301000,14,3,4,3,4,3022358.902,7762.490743
1345,6037302002,16,3,4,4,5,736921.1211,3545.73467
1346,6037300902,7,2,2,1,2,6447380.875,13563.78397
1347,6037302103,14,2,3,4,5,806260.0352,3524.921822
1348,6037302301,16,5,5,3,3,1026889.574,4860.11041
1349,6037302201,18,4,4,5,5,732384.6953,3931.56116
1350,6037302202,15,3,4,3,5,741597.1094,4034.792175
1351,6037311700,9,2,3,2,2,3452496.266,7691.09475
1352,6037535300,17,5,5,5,2,1564340.723,6167.867153
1353,6037534502,14,4,4,4,2,842566.7344,5090.44078
1354,6037188300,14,5,4,2,3,1350158.906,4674.025851
1355,6037532606,19,4,5,5,5,404822.1094,2891.853834
1356,6037532603,18,4,5,5,4,956387.9727,4152.612327
1357,6037532604,20,5,5,5,5,377185.6094,3233.477005
1358,6037532605,19,4,5,5,5,767119.0234,3818.448822
1359,6037534203,19,5,5,5,4,1122806.996,5393.30688
1360,6037532800,18,4,5,5,4,802475.0977,3693.963386
1361,6037533106,15,2,5,4,4,437975.9297,2949.308228
1362,6037432101,9,2,2,3,2,1713459.758,5308.334857
1363,6037432402,16,4,3,4,5,2197140.879,6917.906707
1364,6037432102,8,2,3,2,1,2741953.801,6863.778361
1365,6037480101,11,3,4,2,2,1656616.32,5332.936148
1366,6037480012,8,2,2,2,2,1874747.945,5618.056658
1367,6037480201,7,1,2,1,3,2234454.344,7053.18652
1368,6037481101,13,2,3,3,5,1293315.941,4970.354008
1369,6037403402,10,3,3,2,2,2534148.242,6487.033183
1370,6037403404,8,2,3,2,1,3499710.305,9258.229655
1371,6037403407,5,1,2,1,1,6908540.512,13817.04245
1372,6037403703,9,2,2,2,3,3147819.793,8301.913777
1373,6037403600,8,2,3,2,1,7185825.117,14025.81784
1374,6037404902,8,1,2,3,2,1020613.109,4337.575359
1375,6037405400,9,3,2,2,2,1971765.258,7517.769909
1376,6037554512,8,2,2,1,3,5581482.816,9733.442045
1377,6037554517,7,1,1,2,3,1910549.215,5832.845283
1378,6037554515,7,1,1,2,3,1757153.309,6006.09589
1379,6037500300,7,2,3,1,1,13108917.16,16616.00785
1380,6037551300,16,3,4,4,5,2225331.082,6100.802098
1381,6037552800,9,1,2,3,3,1881259.785,5826.287484
1382,6037552900,11,1,3,3,4,1900159.813,5870.678584
1383,6037552400,12,4,3,3,2,1354252.934,5766.076301
1384,6037211500,12,4,4,2,2,1327705.875,4822.772963
1385,6037212202,19,5,5,5,4,304008.8711,2385.537704
1386,6037212304,17,3,5,4,5,301027.5039,2322.265574
1387,6037212303,20,5,5,5,5,227349.0938,1923.232836
1388,6037212204,20,5,5,5,5,310960.0352,2264.068259
1389,6037212203,20,5,5,5,5,154809.7031,1659.140732
1390,6037212306,19,5,5,4,5,236464.0781,1958.052281
1391,6037212410,15,1,5,4,5,228943.0391,2044.883595
1392,6037212305,19,5,5,5,4,159890.7852,1604.618609
1393,6037212610,17,4,5,3,5,519139.7734,3081.23633
1394,6037213201,20,5,5,5,5,488890.2656,3018.354418
1395,6037212420,18,4,5,4,5,207438.3789,1824.51898
1396,6037212620,18,5,4,4,5,422960.3906,2925.35378
1397,6037212900,17,5,4,4,4,546417.0938,3295.317863
1398,6037212800,14,4,4,3,3,1137396.648,4320.970851
1399,6037213100,16,5,4,3,4,783080.5195,3868.294079
1400,6037213202,20,5,5,5,5,493355.832,2996.344789
1401,6037213402,19,5,4,5,5,576624.1836,3057.056968
1402,6037213401,20,5,5,5,5,282336.1602,2326.843079
1403,6037213310,20,5,5,5,5,455902.8672,2881.861006
1404,6037213320,18,5,4,4,5,458685.1602,2892.102261
1405,6037460000,6,1,2,1,2,9907763.613,16974.28981
1406,6037700200,14,4,5,1,4,1024196.02,5167.393194
1407,6037221710,19,5,5,4,5,480892.7383,2984.129419
1408,6037553000,10,3,3,3,1,1832418.91,5991.901922
1409,6037293304,12,4,3,3,2,826519.1484,3646.512028
1410,6037227020,15,2,5,4,4,639578.9102,3374.358876
1411,6037228220,17,3,5,5,4,531408.3438,3349.331195
1412,6037228310,17,3,5,5,4,796225.7734,4141.339496
1413,6037228210,19,4,5,5,5,599752.4102,3381.835743
1414,6037228100,18,4,5,5,4,1468677.477,5624.650846
1415,6037228420,19,5,5,5,4,404644.0547,2917.972797
1416,6037228320,17,3,4,5,5,492513.0469,3758.212914
1417,6037228410,18,4,5,5,4,407045.5977,2614.11433
1418,6037228500,17,4,4,5,4,654767.7344,3392.383067
1419,6037650605,10,3,3,2,2,704534.3516,3377.418136
1420,6037650604,11,2,3,3,3,749955.6914,3484.080334
1421,6037461501,8,1,1,2,4,1470796.559,5047.944538
1422,6037267403,13,4,5,2,2,356547.3633,2880.075676
1423,6037265601,8,2,4,1,1,908324.9727,4219.254062
1424,6037239802,16,2,5,5,4,888167.5664,4135.741528
1425,6037239702,16,4,5,5,2,707500.3516,3697.532324
1426,6037264103,10,2,3,2,3,340161.5859,2707.309061
1427,6037262802,6,2,2,1,1,4812891.914,13957.69413
1428,6037262706,6,1,3,1,1,3290927.891,7905.886752
1429,6037262604,4,1,1,1,1,8112231.043,19059.27375
1430,6037262501,7,2,3,1,1,2395304.219,7292.469357
1431,6037241202,16,4,5,5,2,1694704.453,5159.353953
1432,6037128601,14,5,2,3,4,999211.5859,5099.289189
1433,6037128102,14,3,2,5,4,950667.4961,3900.10346
1434,6037128101,10,3,2,2,3,950678.4414,3900.12664
1435,6037127806,14,4,2,4,4,1000943.438,4968.580082
1436,6037127804,10,2,2,4,2,935165.6953,3868.214788
1437,6037127803,16,4,2,5,5,941137.2383,3880.596865
1438,6037127711,11,3,3,3,2,1383729.512,4995.743747
1439,6037127603,13,3,3,4,3,641685.3477,3592.170859
1440,6037127104,11,4,2,3,2,1040641.5,4157.98456
1441,6037127103,16,5,2,5,4,419185.6992,2783.253293
1442,6037125502,16,5,5,2,4,766207.2578,3548.735531
1443,6037293302,12,5,3,3,1,1621274.621,5634.214509
1444,6037670403,4,1,1,1,1,2422975.344,7089.410178
1445,6037574100,7,2,2,1,2,2671512.402,7458.876745
1446,6037101210,14,4,1,4,5,951617.8984,4451.778658
1447,6037574400,7,1,1,1,4,4935549.984,8970.232108
1448,6037576802,10,1,2,2,5,678814.0195,3402.027208
1449,6037576801,12,3,2,2,5,748003.6875,3616.354332
1450,6037576700,11,3,2,1,5,1134092.176,4364.709773
1451,6037576601,12,3,2,2,5,670598.4414,3859.848312
1452,6037576602,10,3,1,1,5,1487038.797,14396.95411
1453,6037576501,12,2,2,3,5,420237.5117,2677.364143
1454,6037576503,11,1,2,3,5,452737.0664,2906.469158
1455,6037576200,17,3,4,5,5,1011687.516,4115.883618
1456,6037576401,15,3,2,5,5,470539.9297,2909.771655
1457,6037576403,16,4,2,5,5,471689.5391,2915.413857
1458,6037294110,13,4,4,3,2,1442545.023,6159.850422
1459,6037294610,14,3,4,4,3,1188280.027,4384.359831
1460,6037543604,10,2,4,3,1,3814159.816,8300.027803
1461,6037576502,11,1,2,3,5,445745.3867,2949.248709
1462,6037294620,15,4,3,5,3,1229365.934,4638.849299
1463,6037294410,13,5,3,4,1,1215654.898,4621.004983
1464,6037101110,10,3,1,3,3,1677572.352,5561.28341
1465,6037294200,13,4,5,3,1,1388799.16,4733.919203
1466,6037543903,13,4,4,3,2,1976093.563,7902.854394
1467,6037572202,8,2,2,2,2,2245312.18,6594.846692
1468,6037543701,7,1,2,3,1,923715.9727,4087.357737
1469,6037113322,5,1,1,1,2,2620120.59,7416.979697
1470,6037113421,12,4,1,4,3,3229711.59,7979.551243
1471,6037115201,9,2,1,2,4,2010218.199,6711.94625
1472,6037115302,11,4,1,4,2,1227526.547,4639.284882
1473,6037115202,11,5,1,2,3,2552513.242,6916.848326
1474,6037115101,5,1,1,1,2,5693090.422,9746.170147
1475,6037117301,6,1,1,2,2,1962628.516,5975.688607
1476,6037117302,8,2,1,2,3,3006099.688,9677.44624
1477,6037117404,8,3,1,2,2,2589167,6536.274249
1478,6037115401,10,4,1,3,2,2794118.555,7533.954484
1479,6037119320,11,2,2,5,2,723096.75,3448.394009
1480,6037117510,15,4,2,5,4,493523.5195,3012.700846
1481,6037119340,13,1,2,5,5,179191.1328,1710.527493
1482,6037119310,11,1,2,4,4,626489.5742,3707.151735
1483,6037119400,11,2,2,4,3,1644049.328,5226.65867
1484,6037602105,16,5,5,5,1,925330.6211,3847.934008
1485,6037601600,14,3,5,5,1,1330171.723,4725.004092
1486,6037601700,16,4,5,5,2,1140602.387,4665.852296
1487,6037601801,15,4,5,5,1,705001.2969,3875.815706
1488,6037601802,16,4,5,5,2,707581.1953,3881.083116
1489,6037601900,15,4,5,4,2,1015152.648,4058.389858
1490,6037602104,18,4,5,5,4,1047490.742,4225.172518
1491,6037600801,11,2,5,3,1,1415922.008,4891.980001
1492,6037602700,14,4,5,2,3,3628755.605,7991.767691
1493,6037601100,16,3,5,5,3,934378.2617,3866.642983
1494,6037600601,12,2,5,3,2,939999.0195,3878.03546
1495,6037302104,17,4,4,4,5,838932.8359,4531.404899
1496,6037300901,5,1,1,1,2,10180587.37,15871.6572
1497,6037320100,8,2,1,3,2,2804322.895,7961.118514
1498,6037106113,8,3,1,2,2,2118649.305,7280.011961
1499,6037311802,15,5,3,3,4,1210377.551,4597.828834
1500,6037302102,14,2,4,3,5,1519083.379,6750.065715
1501,6037302302,19,5,5,4,5,925872.5352,4444.069316
1502,6037124400,10,1,3,2,4,1428067.164,4869.661778
1503,6037125200,12,4,4,2,2,1901375.074,5853.613771
1504,6037124700,9,3,3,1,2,1998518.348,6580.970741
1505,6037125100,11,3,4,2,2,1901242.203,5854.022025
1506,6037127102,14,5,2,4,3,1254435.656,4539.172179
1507,6037534102,18,4,5,5,4,1170174.758,5437.788995
1508,6037533104,17,2,5,5,5,498447.7461,2831.042694
1509,6037533105,18,4,5,5,4,278100.6211,2132.242711
1510,6037533601,19,5,5,5,4,797312.4531,4492.059907
1511,6037533602,19,5,5,5,4,1018978.402,5273.636031
1512,6037533501,19,5,5,5,4,614084.3008,3268.004183
1513,6037205120,18,5,5,4,4,2140862.688,7381.074637
1514,6037533804,15,4,4,4,3,741107.5977,4097.632565
1515,6037460302,9,1,2,2,4,1923830.941,6522.65811
1516,6037800101,4,1,1,1,1,11848407.81,20360.29079
1517,6037800102,4,1,1,1,1,77043957.98,57063.80502
1518,6037800202,4,1,1,1,1,40091238.64,32759.56059
1519,6037651102,8,2,2,2,2,1215043.801,5141.594042
1520,6037401704,15,3,4,3,5,2650601.445,7219.551983
1521,6037408722,8,1,3,2,2,3073117.902,7953.791009
1522,6037400900,11,4,2,2,3,2875377.375,7827.271835
1523,6037190700,17,4,5,3,5,939530.5391,4606.195683
1524,6037403801,9,3,2,2,2,2756945.727,7967.770552
1525,6037405202,14,4,2,4,4,1402040.262,5025.080724
1526,6037404801,12,2,4,4,2,2032492.418,6310.108949
1527,6037404903,9,1,2,4,2,792006.2188,3882.129713
1528,6037405201,13,4,2,4,3,1977669.969,6567.486586
1529,6037405600,10,2,3,2,3,3104664.133,8785.477274
1530,6037405203,11,3,2,4,2,1049177.027,5020.169259
1531,6037406200,17,4,4,4,5,2777160.191,9719.991273
1532,6037501802,10,1,4,2,3,1128544.105,5141.693046
1533,6037109400,13,3,3,3,4,1887624.273,6470.625942
1534,6037552602,12,2,2,4,4,1998098.707,6086.952285
1535,6037552700,11,2,2,3,4,1999743.738,6061.534066
1536,6037552601,12,2,2,4,4,1037507.383,4077.962663
1537,6037553100,8,2,1,3,2,3014822.309,8352.774382
1538,6037554514,10,3,2,2,3,2190733.246,7995.457215
1539,6037554516,6,1,1,2,2,2117192.586,7919.058857
1540,6037554600,12,3,3,4,2,1529086.418,5340.526658
1541,6037554521,13,4,3,2,4,7189249.688,14178.37164
1542,6037214000,13,5,3,1,4,1475384.691,4920.676228
1543,6037214100,13,5,3,1,4,1620177.313,5205.722142
1544,6037214400,10,3,3,1,3,503073.4727,2930.309873
1545,6037214700,11,3,4,1,3,865850.2031,3766.204293
1546,6037214800,14,5,4,1,4,840024.9063,4138.062695
1547,6037214600,15,5,4,1,5,849219.6836,3724.622199
1548,6037216100,13,5,4,2,2,988464.9141,4116.19238
1549,6037571701,13,3,2,4,4,2779500.859,9040.466357
